#,Name,MLBAMID,Last,First,Lastv2,Firstv2,YahooName
344,Joey Meneses,608841,Meneses,Joey,Meneses,Joey,Joey Meneses
345,Miguel Andujar,609280,Andujar,Miguel,Andujar,Miguel,Miguel Andujar
346,Angelo Castellano,613546,Castellano,Angelo,,,
347,Franchy Cordero,614173,Cordero,Franchy,Cordero,Franchy,Franchy Cordero
348,Jose Ruiz,614179,Ruiz,Jose,Ruiz,José,José Ruiz
349,Cal Quantrill,615698,Quantrill,Cal,Quantrill,Cal,Cal Quantrill
350,Jacob Robson,615699,Robson,Jacob,Robson,Jacob,Jacob Robson
351,Luis Torrens,620443,Torrens,Luis,Torrens,Luis,Luis Torrens
352,Jose Castillo,620454,Castillo,Jose,Castillo,José,José Castillo
353,Richie Martin,621006,Martin,Richie,Martin,Richie,Richie Martin
354,Alex De Goti,621008,De Goti,Alex,De Goti,Alex,Alex De Goti
355,Jose Cuas,621016,Cuas,Jose,Cuas,Jose,José Cuas
356,Kevin Newman,621028,Newman,Kevin,,,
357,Steven Wilson,621051,Wilson,Steven,Wilson,Steven,Steven Wilson
358,Tyler Ferguson,621053,Ferguson,Tyler,Ferguson,Tyler,Tyler Ferguson
359,Justin Garza,621057,Garza,Justin,Garza,Justin,Justin Garza
360,Jacob Waguespack,621097,Waguespack,Jacob,Waguespack,Jacob,Jacob Waguespack
361,Walker Buehler,621111,Buehler,Walker,Buehler,Walker,Walker Buehler
362,Ryan Burr,621114,Burr,Ryan,Burr,Ryan,Ryan Burr
363,Brooks Kriske,621139,Kriske,Brooks,Kriske,Brooks,Brooks Kriske
364,Jose Alvarado,621237,Alvarado,Jose,Alvarado,José,José Alvarado
365,A.J. Minter,621345,Minter,A.J.,Minter,A.J.,A.J. Minter
366,Colin Poche,621363,Poche,Colin,Poche,Colin,Colin Poche
367,Ryan Borucki,621366,Borucki,Ryan,Borucki,Ryan,Ryan Borucki
368,Tanner Banks,621383,Banks,Tanner,Banks,Tanner,Tanner Banks
369,Brady Feigl,621399,Feigl,Brady,Feigl,Brady,Brady Feigl
370,Tyrone Taylor,621438,Taylor,Tyrone,Taylor,Tyrone,Tyrone Taylor
371,Edwin Rios,621458,Rios,Edwin,Ríos,Edwin,Edwin Ríos
372,Taylor Ward,621493,Ward,Taylor,Ward,Taylor,Taylor Ward
373,Tomas Nido,621512,Nido,Tomas,Nido,Tomás,Tomás Nido
374,Zach Remillard,621545,Remillard,Zach,,,
375,Alex Young,622065,Young,Alex,Young,Alex,Alex Young
376,Yency Almonte,622075,Almonte,Yency,Almonte,Yency,Yency Almonte
377,Tejay Antone,622088,Antone,Tejay,Antone,Tejay,Tejay Antone
378,Drew Smith,622098,Smith,Drew,Smith,Drew,Drew Smith
379,Josh Sborz,622250,Sborz,Josh,Sborz,Josh,Josh Sborz
380,Josh Staumont,622251,Staumont,Josh,Staumont,Josh,Josh Staumont
381,Dillon Tate,622253,Tate,Dillon,Tate,Dillon,Dillon Tate
382,Patrick Weigel,622256,Weigel,Patrick,Weigel,Patrick,Patrick Weigel
383,Donovan Walton,622268,Walton,Donovan,Walton,Donovan,Donovan Walton
384,Luis F. Castillo,622379,Castillo,Luis F.,Castillo,Luis F.,Luis F. Castillo
385,Nabil Crismatt,622503,Crismatt,Nabil,Crismatt,Nabil,Nabil Crismatt
386,Seranthony Dominguez,622554,Dominguez,Seranthony,Domínguez,Seranthony,Seranthony Domínguez
387,Pablo Reyes,622569,Reyes,Pablo,Reyes,Pablo,Pablo Reyes
388,Miguel Diaz,622766,Diaz,Miguel,Díaz,Miguel,Miguel Díaz
389,Angel Perdomo,622780,Perdomo,Angel,Perdomo,Angel,Angel Perdomo
390,Jesus Tinoco,622786,Tinoco,Jesus,Tinoco,Jesus,Jesús Tinoco
391,Andrew Velazquez,623205,Velazquez,Andrew,Velazquez,Andrew,Andrew Velazquez
392,Huascar Brazoban,623211,Brazoban,Huascar,Brazobán,Huascar,Huascar Brazobán
393,Thomas Pannone,623381,Pannone,Thomas,Pannone,Thomas,Thomas Pannone
394,Nick Anderson,623433,Anderson,Nick,Anderson,Nick,Nick Anderson
395,Justin Topa,623437,Topa,Justin,Topa,Justin,Justin Topa
396,Evan Phillips,623465,Phillips,Evan,Phillips,Evan,Evan Phillips
397,Jimmy Herget,623474,Herget,Jimmy,Herget,Jimmy,Jimmy Herget
398,Josh Lester,623507,Lester,Josh,,,
399,David Bote,623520,Bote,David,Bote,David,David Bote
400,Anthony Santander,623993,Santander,Anthony,Santander,Anthony,Anthony Santander
401,Ranger Suarez,624133,Suarez,Ranger,Suárez,Ranger,Ranger Suárez
402,Pete Alonso,624413,Alonso,Pete,Alonso,Pete,Pete Alonso
403,Cavan Biggio,624415,Biggio,Cavan,Biggio,Cavan,Cavan Biggio
404,Jose Trevino,624431,Trevino,Jose,Trevino,Jose,Jose Trevino
405,Nick Gordon,624503,Gordon,Nick,Gordon,Nick,Nick Gordon
406,Keegan Thompson,624522,Thompson,Keegan,Thompson,Keegan,Keegan Thompson
407,Riley Unroe,624523,Unroe,Riley,Unroe,Riley,
408,Edmundo Sosa,624641,Sosa,Edmundo,Sosa,Edmundo,Edmundo Sosa
409,Victor Gonzalez,624647,Gonzalez,Victor,González,Victor,Victor González
410,Erick Mejia,625510,Mejia,Erick,Mejia,Erick,Erick Mejia
411,Andy Ibanez,628451,Ibanez,Andy,Ibáñez,Andy,Andy Ibáñez
412,Jake Cronenworth,630105,Cronenworth,Jake,Cronenworth,Jake,Jake Cronenworth
413,Wil Crowe,640444,Crowe,Wil,Crowe,Wil,Wil Crowe
414,Kyle Finnegan,640448,Finnegan,Kyle,Finnegan,Kyle,Kyle Finnegan
415,Hunter Harvey,640451,Harvey,Hunter,Harvey,Hunter,Hunter Harvey
416,Matt Krook,640454,Krook,Matt,Krook,Matt,Matt Krook
417,Brian Navarreto,640459,Navarreto,Brian,Navarreto,Brian,Brian Navarreto
418,A.J. Puk,640462,Puk,A.J.,Puk,A.J.,A.J. Puk
419,Adbert Alzolay,640470,Alzolay,Adbert,Alzolay,Adbert,Adbert Alzolay
420,Jose Azocar,640492,Azocar,Jose,Azocar,José,José Azócar
421,Jhonny Pereda,640902,Pereda,Jhonny,Pereda,Jhonny,Jhonny Pereda
422,Pablo Lopez,641154,Lopez,Pablo,López,Pablo,Pablo López
423,Tyler Alexander,641302,Alexander,Tyler,Alexander,Tyler,Tyler Alexander
424,Shaun Anderson,641312,Anderson,Shaun,Anderson,Shaun,Shaun Anderson
425,Bryan Baker,641329,Baker,Bryan,Baker,Bryan,Bryan Baker
426,Jake Bauers,641343,Bauers,Jake,Bauers,Jake,Jake Bauers
427,Phil Bickford,641360,Bickford,Phil,Bickford,Phil,Phil Bickford
428,Ben Bowden,641386,Bowden,Ben,Bowden,Ben,Ben Bowden
429,Connor Brogdon,641401,Brogdon,Connor,Brogdon,Connor,Connor Brogdon
430,Alan Busenitz,641427,Busenitz,Alan,Busenitz,Alan,Alan Busenitz
431,Nestor Cortes,641482,Cortes,Nestor,Cortes,Nestor,Nestor Cortes
432,Jason Delay,641511,Delay,Jason,Delay,Jason,Jason Delay
433,Dane Dunning,641540,Dunning,Dane,Dunning,Dane,Dane Dunning
434,J.C. Escarra,641555,Escarra,J.C.,Escarra,J.C.,J.C. Escarra
435,Bernardo Flores Jr.,641576,Flores Jr.,Bernardo,Flores Jr.,Bernardo,Bernardo Flores Jr.
436,Matt Foster,641582,Foster,Matt,Foster,Matt,Matt Foster
437,Jake Fraley,641584,Fraley,Jake,Fraley,Jake,Jake Fraley
438,J.P. France,641585,France,J.P.,France,J.P.,J.P. France
439,Luis Guillorme,641645,Guillorme,Luis,Guillorme,Luis,Luis Guillorme
440,Ian Hamilton,641656,Hamilton,Ian,Hamilton,Ian,Ian Hamilton
441,Garrett Hampson,641658,Hampson,Garrett,Hampson,Garrett,Garrett Hampson
442,Thomas Hatch,641672,Hatch,Thomas,Hatch,Thomas,Thomas Hatch
443,Dakota Hudson,641712,Hudson,Dakota,Hudson,Dakota,Dakota Hudson
444,Rob Kaminsky,641739,Kaminsky,Rob,Kaminsky,Rob,Rob Kaminsky
445,Brad Keller,641745,Keller,Brad,Keller,Brad,Brad Keller
446,Tyler Kinley,641755,Kinley,Tyler,Kinley,Tyler,Tyler Kinley
447,Eric Lauer,641778,Lauer,Eric,Lauer,Eric,Eric Lauer
448,Charles Leblanc,641779,Leblanc,Charles,Leblanc,Charles,Charles Leblanc
449,Zack Littell,641793,Littell,Zack,Littell,Zack,Zack Littell
450,Tim Locastro,641796,Locastro,Tim,Locastro,Tim,Tim Locastro
451,Tyler Mahle,641816,Mahle,Tyler,Mahle,Tyler,Tyler Mahle
452,Tim Mayza,641835,Mayza,Tim,Mayza,Tim,Tim Mayza
453,Patrick Murphy,641907,Murphy,Patrick,Murphy,Patrick,Patrick Murphy
454,Bailey Ober,641927,Ober,Bailey,Ober,Bailey,Bailey Ober
455,Tyler O’Neill,641933,O’Neill,Tyler,O’Neill,Tyler,Tyler O’Neill
456,Emilio Pagan,641941,Pagan,Emilio,Pagán,Emilio,Emilio Pagán
457,Joshua Palacios,641943,Palacios,Joshua,,,
458,Daniel Robert,642016,Robert,Daniel,Robert,Daniel,Daniel Robert
459,Chuckie Robinson,642020,Robinson,Chuckie,Robinson,Chuckie,Chuckie Robinson
460,Tayler Saucedo,642048,Saucedo,Tayler,Saucedo,Tayler,Tayler Saucedo
461,Gabe Speier,642100,Speier,Gabe,Speier,Gabe,Gabe Speier
462,Cole Sulser,642121,Sulser,Cole,Sulser,Cole,Cole Sulser
463,Matt Thaiss,642136,Thaiss,Matt,Thaiss,Matt,Matt Thaiss
464,Lou Trivino,642152,Trivino,Lou,Trivino,Lou,Lou Trivino
465,Jamie Westbrook,642197,Westbrook,Jamie,Westbrook,Jamie,Jamie Westbrook
466,Eli White,642201,White,Eli,White,Eli,Eli White
467,Devin Williams,642207,Williams,Devin,Williams,Devin,Devin Williams
468,Weston Wilson,642215,Wilson,Weston,Wilson,Weston,Weston Wilson
469,Allan Winans,642216,Winans,Allan,Winans,Allan,Allan Winans
470,Ryan Yarbrough,642232,Yarbrough,Ryan,Yarbrough,Ryan,Ryan Yarbrough
471,Jose Siri,642350,Siri,Jose,Siri,Jose,Jose Siri
472,Gregory Soto,642397,Soto,Gregory,Soto,Gregory,Gregory Soto
473,Jonathan Loaisiga,642528,Loaisiga,Jonathan,Loáisiga,Jonathan,Jonathan Loáisiga
474,Jonathan Hernandez,642546,Hernandez,Jonathan,Hernández,Jonathan,Jonathan Hernández
475,Freddy Peralta,642547,Peralta,Freddy,Peralta,Freddy,Freddy Peralta
476,Gerson Moreno,642575,Moreno,Gerson,Moreno,Gerson,
477,Felix Bautista,642585,Bautista,Felix,Bautista,Félix,Félix Bautista
478,Dennis Santana,642701,Santana,Dennis,Santana,Dennis,Dennis Santana
479,Amed Rosario,642708,Rosario,Amed,Rosario,Amed,Amed Rosario
480,Willy Adames,642715,Adames,Willy,Adames,Willy,Willy Adames
481,Sergio Alcantara,642727,Alcantara,Sergio,Alcántara,Sergio,Sergio Alcántara
482,Thairo Estrada,642731,Estrada,Thairo,Estrada,Thairo,Thairo Estrada
483,Austin Wynns,642851,Wynns,Austin,Wynns,Austin,Austin Wynns
484,Mauricio Dubon,643289,Dubon,Mauricio,Dubón,Mauricio,Mauricio Dubón
485,Justin Dunn,643290,Dunn,Justin,Dunn,Justin,Justin Dunn
486,Kevin Herget,643361,Herget,Kevin,Herget,Kevin,Kevin Herget
487,Griffin Jax,643377,Jax,Griffin,Jax,Griffin,Griffin Jax
488,Isiah Kiner-Falefa,643396,Kiner-Falefa,Isiah,Kiner-Falefa,Isiah,Isiah Kiner-Falefa
489,Mark Leiter Jr.,643410,Leiter Jr.,Mark,Leiter Jr.,Mark,Mark Leiter Jr.
490,Jeff McNeil,643446,McNeil,Jeff,McNeil,Jeff,Jeff McNeil
491,Austin Pruitt,643493,Pruitt,Austin,Pruitt,Austin,Austin Pruitt
492,Tyler Rogers,643511,Rogers,Tyler,Rogers,Tyler,Tyler Rogers
493,Chadwick Tromp,644433,Tromp,Chadwick,Tromp,Chadwick,Chadwick Tromp
494,Sandy Alcantara,645261,Alcantara,Sandy,Alcantara,Sandy,Sandy Alcantara
495,Victor Robles,645302,Robles,Victor,Robles,Victor,Victor Robles
496,Ali Sanchez,645305,Sanchez,Ali,Sánchez,Ali,Alí Sánchez
497,Jose Herrera,645444,Herrera,Jose,Herrera,Jose,Jose Herrera
498,Mike Ford,645801,Ford,Mike,Ford,Mike,Mike Ford
499,Rafael Devers,646240,Devers,Rafael,Devers,Rafael,Rafael Devers
500,Jhonathan Diaz,646242,Diaz,Jhonathan,Díaz,Jhonathan,Jhonathan Díaz
501,Josh Naylor,647304,Naylor,Josh,Naylor,Josh,Josh Naylor
502,Zach Pop,647315,Pop,Zach,Pop,Zach,Zach Pop
503,Michael Soroka,647336,Soroka,Michael,Soroka,Michael,Michael Soroka
504,Abraham Toro,647351,Toro,Abraham,Toro,Abraham,Abraham Toro
505,Luis Urias,649966,Urias,Luis,Urías,Luis,Luis Urías
506,Luis Arraez,650333,Arraez,Luis,Arraez,Luis,Luis Arraez
507,Willi Castro,650489,Castro,Willi,Castro,Willi,Willi Castro
508,Yandy Diaz,650490,Diaz,Yandy,Díaz,Yandy,Yandy Díaz
509,Bryan Abreu,650556,Abreu,Bryan,Abreu,Bryan,Bryan Abreu
510,Bryan De La Cruz,650559,De La Cruz,Bryan,De La Cruz,Bryan,Bryan De La Cruz
511,Meibrys Viloria,650619,Viloria,Meibrys,,,
512,Michael King,650633,King,Michael,King,Michael,Michael King
513,Aaron Civale,650644,Civale,Aaron,Civale,Aaron,Aaron Civale
514,Jose Quijada,650671,Quijada,Jose,Quijada,José,José Quijada
515,Luis Rengifo,650859,Rengifo,Luis,Rengifo,Luis,Luis Rengifo
516,Genesis Cabrera,650893,Cabrera,Genesis,Cabrera,Génesis,Génesis Cabrera
517,Diego Castillo,650895,Castillo,Diego,Castillo,Diego,Diego Castillo
518,Rene Pinto,650907,Pinto,Rene,Pinto,René,René Pinto
519,Cristopher Sanchez,650911,Sanchez,Cristopher,Sánchez,Cristopher,Cristopher Sánchez
520,Daniel Duarte,650960,Duarte,Daniel,Duarte,Daniel,Daniel Duarte
521,Yohel Pozo,650968,Pozo,Yohel,Pozo,Yohel,Yohel Pozo
522,Andruw Monasterio,655316,Monasterio,Andruw,Monasterio,Andruw,Andruw Monasterio
523,Manuel Rodriguez,655889,Rodriguez,Manuel,Rodríguez,Manuel,Manuel Rodríguez
524,Carlos Perez,656024,Perez,Carlos,,,
525,Albert Abreu,656061,Abreu,Albert,Abreu,Albert,Albert Abreu
526,Riley Adams,656180,Adams,Riley,Adams,Riley,Riley Adams
527,Jalen Beeks,656222,Beeks,Jalen,Beeks,Jalen,Jalen Beeks
528,Brandon Bielak,656232,Bielak,Brandon,Bielak,Brandon,Brandon Bielak
529,Jake Bird,656234,Bird,Jake,Bird,Jake,Jake Bird
530,Scott Blewett,656240,Blewett,Scott,Blewett,Scott,Scott Blewett
531,Sean Bouchard,656248,Bouchard,Sean,Bouchard,Sean,Sean Bouchard
532,Jeff Brigham,656257,Brigham,Jeff,Brigham,Jeff,Jeff Brigham
533,J.B. Bukauskas,656266,Bukauskas,J.B.,Bukauskas,J.B.,JB Bukauskas
534,Brock Burke,656271,Burke,Brock,Burke,Brock,Brock Burke
535,Griffin Canning,656288,Canning,Griffin,Canning,Griffin,Griffin Canning
536,Dylan Cease,656302,Cease,Dylan,Cease,Dylan,Dylan Cease
537,Michael Chavis,656308,Chavis,Michael,Chavis,Michael,Michael Chavis
538,Austin Davis,656354,Davis,Austin,Davis,Austin,Austin Davis
539,Isan Diaz,656371,Diaz,Isan,Díaz,Isan,Isan Díaz
540,Tommy Doyle,656382,Doyle,Tommy,Doyle,Tommy,Tommy Doyle
541,Drew Ellis,656403,Ellis,Drew,Ellis,Drew,Drew Ellis
542,Alex Faedo,656412,Faedo,Alex,Faedo,Alex,Alex Faedo
543,Stuart Fairchild,656413,Fairchild,Stuart,Fairchild,Stuart,Stuart Fairchild
544,Jack Flaherty,656427,Flaherty,Jack,Flaherty,Jack,Jack Flaherty
545,Tyler Gilbert,656457,Gilbert,Tyler,Gilbert,Tyler,Tyler Gilbert
546,Lucas Gilbreath,656458,Gilbreath,Lucas,Gilbreath,Lucas,Lucas Gilbreath
547,Kevin Ginkel,656464,Ginkel,Kevin,Ginkel,Kevin,Kevin Ginkel
548,Tristan Gray,656484,Gray,Tristan,Gray,Tristan,Tristan Gray
549,Sam Hentges,656529,Hentges,Sam,Hentges,Sam,Sam Hentges
550,Derek Hill,656537,Hill,Derek,Hill,Derek,Derek Hill
551,Sam Hilliard,656541,Hilliard,Sam,Hilliard,Sam,Sam Hilliard
552,Rhys Hoskins,656555,Hoskins,Rhys,Hoskins,Rhys,Rhys Hoskins
553,Tanner Houck,656557,Houck,Tanner,Houck,Tanner,Tanner Houck
554,Alex Jackson,656577,Jackson,Alex,Jackson,Alex,Alex Jackson
555,Connor Joe,656582,Joe,Connor,Joe,Connor,Connor Joe
556,Mitch Keller,656605,Keller,Mitch,Keller,Mitch,Mitch Keller
557,Mark Kolozsvary,656627,Kolozsvary,Mark,Kolozsvary,Mark,Mark Kolozsvary
558,Michael Kopech,656629,Kopech,Michael,Kopech,Michael,Michael Kopech
559,Alex Lange,656638,Lange,Alex,Lange,Alex,Alex Lange
560,Jacob Latz,656641,Latz,Jacob,Latz,Jacob,Jacob Latz
561,Brock Lundquist,656668,Lundquist,Brock,Lundquist,Brock,
562,Jordan Luplow,656669,Luplow,Jordan,,,
563,Josh Maciejewski,656671,Maciejewski,Josh,Maciejewski,Josh,Josh Maciejewski
564,Corbin Martin,656686,Martin,Corbin,Martin,Corbin,Corbin Martin
565,Zach McKinstry,656716,McKinstry,Zach,McKinstry,Zach,Zach McKinstry
566,Trevor Megill,656730,Megill,Trevor,Megill,Trevor,Trevor Megill
567,Tylor Megill,656731,Megill,Tylor,Megill,Tylor,Tylor Megill
568,Bryce Montes De Oca,656755,Montes De Oca,Bryce,Montes De Oca,Bryce,Bryce Montes de Oca
569,Jordan Montgomery,656756,Montgomery,Jordan,Montgomery,Jordan,Jordan Montgomery
570,Cedric Mullins,656775,Mullins,Cedric,Mullins,Cedric,Cedric Mullins
571,Parker Mushinski,656786,Mushinski,Parker,Mushinski,Parker,Parker Mushinski
572,Ryan O’Hearn,656811,O’Hearn,Ryan,O’Hearn,Ryan,Ryan O’Hearn
573,Luis F. Ortiz,656814,Ortiz,Luis F.,Ortiz,Luis F.,Luis F. Ortiz
574,Connor Overton,656818,Overton,Connor,Overton,Connor,Connor Overton
575,Nicholas Padilla,656820,Padilla,Nicholas,Padilla,Nicholas,Nicholas Padilla
576,Michael Petersen,656848,Petersen,Michael,Petersen,Michael,Michael Petersen
577,David Peterson,656849,Peterson,David,Peterson,David,David Peterson
578,Drew Rasmussen,656876,Rasmussen,Drew,Rasmussen,Drew,Drew Rasmussen
579,Jakson Reetz,656883,Reetz,Jakson,Reetz,Jakson,Jakson Reetz
580,Sean Reid-Foley,656887,Reid-Foley,Sean,Reid-Foley,Sean,Sean Reid-Foley
581,Emmanuel Rivera,656896,Rivera,Emmanuel,Rivera,Emmanuel,Emmanuel Rivera
582,Jared Robinson,656904,Robinson,Jared,Robinson,Jared,
583,Ryder Ryan,656924,Ryan,Ryder,Ryan,Ryder,Ryder Ryan
584,Tanner Scott,656945,Scott,Tanner,Scott,Tanner,Tanner Scott
585,Pavin Smith,656976,Smith,Pavin,Smith,Pavin,Pavin Smith
586,Peter Solomon,656981,Solomon,Peter,Solomon,Peter,Peter Solomon
587,Bennett Sousa,656986,Sousa,Bennett,Sousa,Bennett,Bennett Sousa
588,Justin Steele,657006,Steele,Justin,Steele,Justin,Justin Steele
589,Trey Supak,657022,Supak,Trey,Supak,Trey,Trey Supak
590,Lane Thomas,657041,Thomas,Lane,Thomas,Lane,Lane Thomas
591,Ryan Thompson,657044,Thompson,Ryan,Thompson,Ryan,Ryan Thompson
592,Touki Toussaint,657053,Toussaint,Touki,Toussaint,Touki,Touki Toussaint
593,Alex Verdugo,657077,Verdugo,Alex,,,
594,Forrest Wall,657088,Wall,Forrest,Wall,Forrest,Forrest Wall
595,Jacob Webb,657097,Webb,Jacob,Webb,Jacob,Jacob Webb
596,Evan White,657108,White,Evan,White,Evan,Evan White
597,Connor Wong,657136,Wong,Connor,Wong,Connor,Connor Wong
598,Kyle Wright,657140,Wright,Kyle,Wright,Kyle,Kyle Wright
599,Eddy Alvarez,657193,Alvarez,Eddy,Alvarez,Eddy,Eddy Alvarez
600,Julian Merryweather,657240,Merryweather,Julian,Merryweather,Julian,Julian Merryweather
601,Brian O’Keefe,657247,O’Keefe,Brian,O’Keefe,Brian,Brian O’Keefe
602,Glenn Otto,657248,Otto,Glenn,Otto,Glenn,Glenn Otto
603,Peter Strzelecki,657265,Strzelecki,Peter,Strzelecki,Peter,Peter Strzelecki
604,Logan Webb,657277,Webb,Logan,Webb,Logan,Logan Webb
605,Clarke Schmidt,657376,Schmidt,Clarke,Schmidt,Clarke,Clarke Schmidt
606,Matt Gage,657424,Gage,Matt,Gage,Matt,Matt Gage
607,Brennan Bernardino,657514,Bernardino,Brennan,Bernardino,Brennan,Brennan Bernardino
608,Paul DeJong,657557,DeJong,Paul,DeJong,Paul,Paul DeJong
609,Caleb Ferguson,657571,Ferguson,Caleb,Ferguson,Caleb,Caleb Ferguson
610,Reed Garrett,657585,Garrett,Reed,Garrett,Reed,Reed Garrett
611,Tim Hill,657612,Hill,Tim,Hill,Tim,Tim Hill
612,Jared Koenig,657649,Koenig,Jared,Koenig,Jared,Jared Koenig
613,Ramon Laureano,657656,Laureano,Ramon,Laureano,Ramón,Ramón Laureano
614,Vinny Nittoli,657697,Nittoli,Vinny,Nittoli,Vinny,Vinny Nittoli
615,Antonio Nunez,657701,Nunez,Antonio,Nunez,Antonio,
616,Michael Papierski,657709,Papierski,Michael,Papierski,Michael,Michael Papierski
617,Joe Ryan,657746,Ryan,Joe,Ryan,Joe,Joe Ryan
618,Gavin Sheets,657757,Sheets,Gavin,Sheets,Gavin,Gavin Sheets
619,Eric Stout,657770,Stout,Eric,Stout,Eric,Eric Stout
620,Adonis Medina,658431,Medina,Adonis,Medina,Adonis,Adonis Medina
621,Junior Fernandez,658551,Fernandez,Junior,Fernández,Junior,Junior Fernández
622,Pedro Avila,658648,Avila,Pedro,Avila,Pedro,Pedro Avila
623,Shohei Ohtani,660271,Ohtani,Shohei,Ohtani,Shohei,Shohei Ohtani
624,Enoli Paredes,660600,Paredes,Enoli,Paredes,Enoli,Enoli Paredes
625,Ronaldo Hernandez,660613,Hernandez,Ronaldo,Hernández,Ronaldo,Ronaldo Hernández
626,Huascar Ynoa,660623,Ynoa,Huascar,Ynoa,Huascar,Huascar Ynoa
627,Yonny Hernandez,660634,Hernandez,Yonny,Hernandez,Yonny,Yonny Hernández
628,Diego Castillo,660636,Castillo,Diego,Castillo,Diego,Diego Castillo
629,Vidal Brujan,660644,Brujan,Vidal,Bruján,Vidal,Vidal Bruján
630,Ronald Acuna Jr.,660670,Acuna Jr.,Ronald,Acuna Jr.,Ronald,Ronald Acuña Jr.
631,Keibert Ruiz,660688,Ruiz,Keibert,Ruiz,Keibert,Keibert Ruiz
632,Elvin Rodriguez,660730,Rodriguez,Elvin,Rodríguez,Elvin,Elvin Rodríguez
633,Jose Suarez,660761,Suarez,Jose,Suarez,José,José Suarez
634,Juan Yepez,660766,Yepez,Juan,Yepez,Juan,Juan Yepez
635,Yerry De los Santos,660787,De los Santos,Yerry,De los Santos,Yerry,Yerry De Los Santos
636,Brusdar Graterol,660813,Graterol,Brusdar,Graterol,Brusdar,Brusdar Graterol
637,Jesus Sanchez,660821,Sanchez,Jesus,Sánchez,Jesús,Jesús Sánchez
638,Eduard Bazardo,660825,Bazardo,Eduard,Bazardo,Eduard,Eduard Bazardo
639,Hoy Park,660829,Park,Hoy,Park,Hoy,Hoy Park
640,Leo Rivas,660844,Rivas,Leo,Rivas,Leo,Leo Rivas
641,Enyel De Los Santos,660853,De Los Santos,Enyel,De Los Santos,Enyel,Enyel De Los Santos
642,Jorge Alcala,660896,Alcala,Jorge,Alcala,Jorge,Jorge Alcala
643,Francisco Perez,660906,Perez,Francisco,Pérez,Francisco,Francisco Pérez
644,Adrian Martinez,661309,Martinez,Adrian,Martínez,Adrián,Adrián Martínez
645,Oliver Ortega,661383,Ortega,Oliver,Ortega,Oliver,Oliver Ortega
646,William Contreras,661388,Contreras,William,Contreras,William,William Contreras
647,Jhoan Duran,661395,Duran,Jhoan,Duran,Jhoan,Jhoan Duran
648,Emmanuel Clase,661403,Clase,Emmanuel,Clase,Emmanuel,Emmanuel Clase
649,Seth Martinez,661527,Martinez,Seth,Martinez,Seth,Seth Martinez
650,Brian Serven,661531,Serven,Brian,Serven,Brian,Brian Serven
651,Luis Gil,661563,Gil,Luis,Gil,Luis,Luis Gil
652,Daulton Varsho,662139,Varsho,Daulton,Varsho,Daulton,Daulton Varsho
653,Andres Munoz,662253,Munoz,Andres,Muñoz,Andrés,Andrés Muñoz
654,Robert Suarez,663158,Suarez,Robert,Suarez,Robert,Robert Suarez
655,Nick Hernandez,663321,Hernandez,Nick,Hernandez,Nick,Nick Hernandez
656,Jahmai Jones,663330,Jones,Jahmai,Jones,Jahmai,Jahmai Jones
657,Matt Waldron,663362,Waldron,Matt,Waldron,Matt,Matt Waldron
658,Blake Perkins,663368,Perkins,Blake,Perkins,Blake,Blake Perkins
659,Ryan Feltner,663372,Feltner,Ryan,Feltner,Ryan,Ryan Feltner
660,Thomas Szapucki,663378,Szapucki,Thomas,Szapucki,Thomas,Thomas Szapucki
661,Trent Thornton,663423,Thornton,Trent,Thornton,Trent,Trent Thornton
662,Tanner Rainey,663432,Rainey,Tanner,Rainey,Tanner,Tanner Rainey
663,Davis Martin,663436,Martin,Davis,Martin,Davis,Davis Martin
664,Konnor Pilkington,663455,Pilkington,Konnor,Pilkington,Konnor,Konnor Pilkington
665,Lars Nootbaar,663457,Nootbaar,Lars,Nootbaar,Lars,Lars Nootbaar
666,Kris Bubic,663460,Bubic,Kris,Bubic,Kris,Kris Bubic
667,Isaiah Campbell,663462,Campbell,Isaiah,Campbell,Isaiah,Isaiah Campbell
668,Kolby Allard,663465,Allard,Kolby,Allard,Kolby,Kolby Allard
669,Cole Sands,663485,Sands,Cole,Sands,Cole,Cole Sands
670,Ben Leeper,663510,Leeper,Ben,Leeper,Ben,
671,Tristin English,663536,English,Tristin,English,Tristin,Tristin English
672,Nico Hoerner,663538,Hoerner,Nico,Hoerner,Nico,Nico Hoerner
673,Bryan Hudson,663542,Hudson,Bryan,Hudson,Bryan,Bryan Hudson
674,Sean Hjelle,663546,Hjelle,Sean,Hjelle,Sean,Sean Hjelle
675,Casey Mize,663554,Mize,Casey,Mize,Casey,Casey Mize
676,Shane McClanahan,663556,McClanahan,Shane,McClanahan,Shane,Shane McClanahan
677,Jovani Moran,663558,Moran,Jovani,Moran,Jovani,Jovani Moran
678,Bailey Falter,663559,Falter,Bailey,Falter,Bailey,Bailey Falter
679,Noah Davis,663562,Davis,Noah,Davis,Noah,Noah Davis
680,Stephen Kolek,663568,Kolek,Stephen,Kolek,Stephen,Stephen Kolek
681,Tony Santillan,663574,Santillan,Tony,Santillan,Tony,Tony Santillan
682,Hayden Senger,663584,Senger,Hayden,Senger,Hayden,Hayden Senger
683,Austin Riley,663586,Riley,Austin,Riley,Austin,Austin Riley
684,Brandon Lockridge,663604,Lockridge,Brandon,Lockridge,Brandon,Brandon Lockridge
685,Luken Baker,663609,Baker,Luken,,,
