,batter,player_name,game_date,stand,p_throws,pitch_type,effective_speed,pfx_x,pfx_z,plate_x,plate_z,zone,description,launch_speed,launch_angle,hc_x,hc_y,if_fielding_alignment,events
996,673548,"Latz, Jacob",2024-03-31,R,L,FF,95.7,0.44,1.49,-0.2,3.16,2.0,hit_into_play,110.5,5.0,86.11,109.53,Standard,single
1016,673548,"Rodríguez, Yerry",2024-03-31,R,R,SL,85.0,0.68,0.24,-0.21,2.34,5.0,hit_into_play,70.4,-6.0,101.84,158.49,Standard,force_out
1020,683737,"Rodríguez, Yerry",2024-03-31,L,R,FF,99.0,-0.83,1.12,0.65,2.66,3.0,hit_into_play,82.4,42.0,69.28,101.87,Infield shade,field_out
1022,666969,"Merryweather, Julian",2024-03-31,R,R,SL,86.3,-0.12,-0.03,0.39,1.81,9.0,hit_into_play,90.6,53.0,114.73,108.77,Standard,field_out
1023,694671,"Merryweather, Julian",2024-03-31,R,R,FF,95.8,-0.65,1.42,-0.6,3.16,1.0,hit_into_play,96.0,29.0,119.77,48.59,Standard,field_out
1029,673548,"Ureña, José",2024-03-31,R,R,SI,94.2,-1.57,0.51,-0.13,2.5,5.0,hit_into_play,70.2,-6.0,143.05,181.0,Standard,force_out
1037,694671,"Wicks, Jordan",2024-03-31,R,L,CH,81.8,0.98,0.63,0.47,2.41,6.0,hit_into_play,103.4,24.0,110.94,41.69,Standard,triple
1039,673548,"Gray, Jon",2024-03-31,R,R,FF,95.4,-1.0,1.25,-0.24,2.49,5.0,hit_into_play,76.5,76.0,157.58,199.78,Standard,field_out
1040,666969,"Wicks, Jordan",2024-03-31,R,L,FF,92.9,0.43,1.44,0.05,2.4,5.0,hit_into_play,94.7,62.0,109.92,128.42,Standard,field_out
1043,683737,"Gray, Jon",2024-03-31,L,R,FF,94.5,-1.12,0.99,-0.05,2.25,5.0,hit_into_play,106.0,34.0,108.81,37.49,Standard,field_out
1050,673548,"Gray, Jon",2024-03-31,R,R,SL,90.9,-0.04,0.58,-0.11,2.27,5.0,hit_into_play,95.4,53.0,134.79,101.22,Standard,field_out
1063,673548,"Gray, Jon",2024-03-31,R,R,FF,96.7,-1.11,0.79,0.26,2.44,5.0,hit_into_play,112.8,4.0,126.69,79.25,Standard,single
1066,572233,"Lawrence, Justin",2024-03-30,R,R,ST,86.2,0.8,0.54,0.01,2.82,5.0,hit_into_play,96.3,60.0,68.5,132.82,Strategic,field_out
1078,641857,"Nelson, Kyle",2024-03-30,L,L,SL,83.9,-0.47,0.19,-0.19,1.48,13.0,hit_into_play,80.0,-3.0,149.48,155.13,Standard,field_out
1092,677950,"Kinley, Tyler",2024-03-30,L,R,SL,87.3,-0.04,0.51,-0.8,2.11,4.0,hit_into_play,92.7,-5.0,149.99,156.14,Infield shade,grounded_into_double_play
1095,553993,"Mears, Nick",2024-03-30,R,R,CU,83.8,0.17,-1.06,-0.35,2.26,4.0,hit_into_play,94.1,-3.0,97.77,161.72,Strategic,field_out
1111,641857,"Jarvis, Bryce",2024-03-30,L,R,FF,95.1,-0.81,1.27,0.97,1.53,14.0,hit_into_play,105.2,-4.0,181.42,105.95,Infield shade,single
1114,666134,"Jarvis, Bryce",2024-03-30,L,R,FF,95.8,-0.6,1.13,-0.18,2.95,5.0,hit_into_play,105.3,-11.0,144.92,154.62,Standard,field_out
1117,606466,"Beeks, Jalen",2024-03-30,R,L,FF,96.6,0.5,1.4,-0.22,3.79,11.0,hit_into_play,63.4,57.0,168.54,149.51,Standard,field_out
1121,677950,"Lambert, Peter",2024-03-30,L,R,CH,85.8,-1.08,0.58,-1.27,2.28,13.0,hit_into_play,80.7,-18.0,142.38,152.59,Standard,grounded_into_double_play
1123,553993,"Lambert, Peter",2024-03-30,R,R,CH,89.0,-1.08,0.72,0.12,2.16,5.0,hit_into_play,106.0,12.0,52.68,112.01,Strategic,single
1125,572233,"Gomber, Austin",2024-03-30,R,L,SL,83.5,-0.5,0.25,-0.08,2.35,5.0,hit_into_play,106.0,20.0,66.84,55.12,Strategic,single
1130,682998,"Gomber, Austin",2024-03-30,L,L,CH,82.6,0.82,1.08,-0.27,2.28,5.0,hit_into_play,83.3,27.0,204.8,106.65,Infield shade,field_out
1133,606466,"Gomber, Austin",2024-03-30,R,L,KC,78.3,-0.9,-0.69,0.0,2.23,8.0,hit_into_play,91.4,8.0,107.91,146.51,Strategic,field_out
1138,641857,"Frías, Luis",2024-03-30,L,R,FF,96.3,-0.19,1.34,0.69,2.82,6.0,hit_into_play,86.1,25.0,110.57,75.4,Strategic,sac_fly
1139,666134,"Frías, Luis",2024-03-30,L,R,SL,84.5,0.55,-0.52,0.4,1.45,14.0,hit_into_play,107.8,10.0,200.68,123.19,Strategic,triple
1150,677950,"Gomber, Austin",2024-03-30,L,L,FF,90.8,0.68,1.39,-0.52,2.7,1.0,hit_into_play,104.1,-3.0,122.61,143.47,Standard,field_out
1151,553993,"Gomber, Austin",2024-03-30,R,L,FF,91.4,0.56,1.57,-0.47,2.74,4.0,hit_into_play,100.0,28.0,63.43,48.84,Strategic,home_run
1157,641857,"Henry, Tommy",2024-03-30,L,L,SI,91.4,1.26,0.94,0.61,2.24,6.0,hit_into_play,97.3,-18.0,183.95,108.49,Standard,single
1166,682998,"Gomber, Austin",2024-03-30,L,L,SL,84.6,-0.52,0.41,-1.35,1.62,13.0,hit_into_play,66.5,-1.0,145.93,160.2,Infield shade,single
1172,666134,"Henry, Tommy",2024-03-30,L,L,CU,78.4,-0.92,-0.95,-0.02,2.27,8.0,hit_into_play,94.3,4.0,159.62,167.8,Standard,field_out
1175,606466,"Gomber, Austin",2024-03-30,R,L,KC,76.3,-0.72,-1.12,0.29,1.18,14.0,hit_into_play,110.3,-3.0,94.22,164.25,Standard,field_out
1180,641857,"Henry, Tommy",2024-03-30,L,L,FF,93.2,0.85,1.33,-0.77,2.16,7.0,hit_into_play,95.0,-12.0,103.48,155.3,Infield shade,field_out
1195,682998,"Gomber, Austin",2024-03-30,L,L,SL,83.9,-0.41,0.26,-0.86,1.61,13.0,hit_into_play,83.7,-15.0,160.63,149.05,Infield shade,single
1212,687263,"Baumann, Mike",2024-03-30,R,R,FF,96.3,-0.72,1.53,0.63,1.88,9.0,hit_into_play,94.7,33.0,208.92,99.11,Standard,field_out
1220,681351,"Baumann, Mike",2024-03-30,R,R,KC,86.2,0.52,-0.93,-0.48,3.2,1.0,hit_into_play,91.5,17.0,86.84,88.52,Standard,single
1226,621493,"Pérez, Cionel",2024-03-30,R,L,SI,96.8,1.37,0.99,-0.35,2.12,7.0,hit_into_play,100.0,8.0,174.02,100.34,Standard,single
1229,666176,"Pérez, Cionel",2024-03-30,R,L,SV,81.5,-1.3,-0.73,0.0,1.28,14.0,hit_into_play,113.2,9.0,113.43,104.67,Standard,triple
1246,681351,"Coulombe, Danny",2024-03-30,R,L,ST,81.5,-0.91,-0.69,0.0,2.17,5.0,hit_into_play,87.1,-7.0,102.96,168.36,Infield shade,field_out
1255,656811,"Zuñiga, Guillo",2024-03-30,L,R,SI,94.1,-1.26,0.53,-0.59,3.31,1.0,hit_into_play,100.3,38.0,74.02,77.45,Infield shade,field_out
1258,683002,"Zuñiga, Guillo",2024-03-30,L,R,CH,90.8,-1.38,0.59,-0.48,2.57,4.0,hit_into_play,111.8,7.0,153.21,49.58,Standard,triple
1261,676059,"García, Luis",2024-03-30,R,R,FF,96.7,-0.39,1.11,0.57,2.48,6.0,hit_into_play,97.8,-29.0,139.5,98.82,Strategic,single
1267,656811,"Canning, Griffin",2024-03-30,L,R,KC,80.2,1.12,-0.6,0.15,1.88,8.0,hit_into_play,93.7,9.0,187.72,114.55,Infield shade,single
1275,621493,"Rodriguez, Grayson",2024-03-30,R,R,FF,98.5,-1.15,1.46,-0.54,3.07,1.0,hit_into_play,85.6,31.0,125.94,74.26,Standard,field_out
1278,545361,"Rodriguez, Grayson",2024-03-30,R,R,FF,96.6,-0.93,1.48,0.23,2.84,5.0,hit_into_play,101.4,35.0,106.09,50.09,Infield shade,field_out
1279,683002,"Canning, Griffin",2024-03-30,L,R,CH,87.2,-1.34,0.09,-0.59,2.13,7.0,hit_into_play,110.0,6.0,161.64,87.18,Infield shade,single
1280,687263,"Rodriguez, Grayson",2024-03-30,R,R,CH,83.9,-1.08,0.42,0.07,1.66,8.0,hit_into_play,65.8,-21.0,127.32,185.11,Standard,field_out
1286,681351,"Rodriguez, Grayson",2024-03-30,R,R,FF,99.7,-0.91,1.54,-0.12,2.09,8.0,hit_into_play,97.5,15.0,90.43,80.76,Standard,single
1291,676059,"Canning, Griffin",2024-03-30,R,R,KC,79.7,1.18,-0.45,0.47,2.46,6.0,hit_into_play,83.4,69.0,126.25,186.73,Standard,field_out
1292,621493,"Rodriguez, Grayson",2024-03-30,R,R,SL,89.5,0.52,0.18,-0.07,2.05,8.0,hit_into_play,105.6,24.0,102.05,31.32,Standard,home_run
1298,656811,"Canning, Griffin",2024-03-30,L,R,FF,92.2,-0.77,1.23,-0.22,3.37,2.0,hit_into_play,101.7,-8.0,141.42,142.45,Infield shade,field_out
1301,683002,"Canning, Griffin",2024-03-30,L,R,SL,87.4,0.22,-0.61,-0.04,2.35,8.0,hit_into_play,105.0,13.0,58.54,101.96,Infield shade,field_out
1315,676059,"Canning, Griffin",2024-03-30,R,R,CH,89.3,-1.17,0.56,-0.42,2.1,7.0,hit_into_play,92.2,73.0,82.15,180.54,Standard,field_out
1320,656811,"Canning, Griffin",2024-03-30,L,R,CH,86.8,-1.26,0.3,-0.76,2.61,4.0,hit_into_play,68.9,-16.0,158.28,167.85,Infield shade,field_out
1323,683002,"Canning, Griffin",2024-03-30,L,R,FF,93.7,-0.76,1.36,0.34,1.3,14.0,hit_into_play,106.6,29.0,154.79,31.91,Infield shade,home_run
1329,621493,"Rodriguez, Grayson",2024-03-30,R,R,FF,98.0,-0.76,1.38,0.18,2.18,8.0,hit_into_play,103.3,23.0,192.64,70.44,Infield shade,field_out
1330,545361,"Rodriguez, Grayson",2024-03-30,R,R,FF,100.4,-1.02,1.35,-0.08,2.54,5.0,hit_into_play,69.4,26.0,131.02,99.64,Infield shade,single
1332,657757,"Miller, Shelby",2024-03-30,L,R,FF,94.2,-0.98,1.43,0.3,2.74,6.0,hit_into_play,95.5,30.0,124.01,58.29,Standard,field_out
1334,681481,"Brebbia, John",2024-03-30,L,R,SL,83.9,1.04,0.15,-0.06,2.85,2.0,hit_into_play,89.6,53.0,100.68,111.54,Infield shade,field_out
1335,683734,"Vest, Will",2024-03-30,R,R,SL,87.1,0.1,-0.36,0.33,1.65,9.0,hit_into_play,104.0,0.0,86.53,114.73,Standard,single
1338,681481,"Leone, Dominic",2024-03-30,L,R,FF,95.9,-0.59,1.45,0.05,2.34,5.0,hit_into_play,92.0,-2.0,149.46,152.85,Standard,field_out
1340,683734,"Holton, Tyler",2024-03-30,R,L,CH,85.1,1.46,0.27,0.9,1.17,14.0,hit_into_play,72.3,-38.0,108.31,172.22,Standard,field_out
1345,681481,"Soroka, Michael",2024-03-30,L,R,CH,82.2,-1.56,0.4,-0.42,1.43,13.0,hit_into_play,74.0,29.0,160.65,103.71,Standard,field_out
1347,683734,"Maeda, Kenta",2024-03-30,R,R,SL,81.1,0.44,0.18,0.55,3.24,3.0,hit_into_play,73.7,75.0,94.39,186.74,Standard,field_out
1354,681481,"Soroka, Michael",2024-03-30,L,R,FF,91.7,-0.95,1.25,-0.17,2.69,5.0,hit_into_play,92.2,33.0,18.57,104.53,Standard,double
1358,683734,"Maeda, Kenta",2024-03-30,R,R,FS,84.2,-0.82,0.04,-0.07,2.53,5.0,hit_into_play,97.0,21.0,101.46,56.42,Standard,field_out
1360,681481,"Soroka, Michael",2024-03-30,L,R,SI,92.1,-1.39,0.55,0.29,2.0,9.0,hit_into_play,107.9,-2.0,177.29,115.34,Standard,single
1362,663886,"Finnegan, Kyle",2024-03-30,R,R,FS,90.0,-0.74,0.41,-0.49,2.39,4.0,hit_into_play,70.9,-40.0,112.67,175.71,Strategic,field_out
1375,682829,"Corbin, Patrick",2024-03-30,R,L,SL,83.9,-0.26,0.14,0.2,2.41,5.0,hit_into_play,29.8,-54.0,130.83,197.54,Standard,single
1376,682829,"Corbin, Patrick",2024-03-30,R,L,FC,86.3,-0.41,0.53,-0.21,1.82,8.0,hit_into_play,101.2,22.0,119.33,67.23,Standard,field_out
1380,673237,"Holmes, Clay",2024-03-30,R,R,SI,95.7,-1.45,0.44,-0.67,2.01,7.0,hit_into_play,72.7,-37.0,109.94,179.46,Standard,field_out
1385,665742,"Hader, Josh",2024-03-30,L,L,SL,89.3,-0.15,0.41,0.23,2.35,5.0,hit_into_play,64.9,-25.0,123.52,176.44,Strategic,field_out
1399,663656,"Hamilton, Ian",2024-03-30,L,R,SL,86.6,0.04,0.35,0.12,1.94,8.0,hit_into_play,92.5,29.0,197.22,78.58,Infield shade,field_out
1411,665742,"Abreu, Bryan",2024-03-30,L,R,SL,87.3,0.58,-0.44,-0.69,2.37,4.0,hit_into_play,102.0,24.0,35.92,98.86,Infield shade,home_run
1413,650402,"Abreu, Bryan",2024-03-30,R,R,FF,98.3,-0.59,1.32,-0.47,1.58,7.0,hit_into_play,96.5,28.0,197.07,79.55,Infield shade,field_out
1424,608324,"Stroman, Marcus",2024-03-30,R,R,FC,85.0,0.26,-0.48,-0.39,2.28,4.0,hit_into_play,76.5,27.0,60.28,117.34,Standard,double
1428,663656,"Stroman, Marcus",2024-03-30,L,R,SI,90.4,-0.88,0.45,0.23,2.28,5.0,hit_into_play,94.6,2.0,152.02,150.57,Standard,field_out
1431,592450,"Martinez, Seth",2024-03-30,R,R,SI,91.0,-1.26,0.07,-1.03,2.62,13.0,hit_into_play,73.7,-11.0,102.84,147.52,Standard,field_out
1437,665742,"Martinez, Seth",2024-03-30,L,R,CH,87.0,-0.86,0.03,0.65,2.59,6.0,hit_into_play,100.3,-7.0,147.07,178.69,Infield shade,grounded_into_double_play
1439,650402,"Martinez, Seth",2024-03-30,R,R,SI,90.2,-1.3,0.16,-0.88,2.02,13.0,hit_into_play,90.9,2.0,102.84,150.57,Standard,single
1447,663757,"Brown, Hunter",2024-03-30,L,R,CH,87.7,-1.21,0.88,0.11,1.83,8.0,hit_into_play,73.1,63.0,151.0,153.61,Standard,field_out
1452,608324,"Stroman, Marcus",2024-03-30,R,R,SI,90.0,-0.6,0.34,-0.55,1.88,7.0,hit_into_play,96.8,34.0,96.67,55.22,Standard,field_out
1460,592450,"Brown, Hunter",2024-03-30,R,R,FF,96.6,-0.35,1.75,-0.37,1.98,7.0,hit_into_play,114.0,9.0,110.22,89.48,Standard,single
1468,665742,"Brown, Hunter",2024-03-30,L,R,FC,91.1,0.59,0.88,0.05,2.03,5.0,hit_into_play,110.7,-5.0,139.85,71.48,Infield shade,single
1470,650402,"Brown, Hunter",2024-03-30,R,R,FF,94.5,-0.24,1.63,-1.03,2.21,13.0,hit_into_play,100.2,45.0,121.03,62.85,Standard,field_out
1474,673237,"Stroman, Marcus",2024-03-30,R,R,SI,89.4,-0.85,0.28,-1.1,2.69,11.0,hit_into_play,79.9,-29.0,102.26,151.94,Standard,field_error
1478,608324,"Stroman, Marcus",2024-03-30,R,R,FC,86.9,0.09,0.23,1.24,2.41,12.0,hit_into_play,78.1,8.0,126.62,139.25,Standard,field_out
1498,665742,"Brown, Hunter",2024-03-30,L,R,CH,89.7,-1.15,0.99,-0.76,2.18,4.0,hit_into_play,65.8,-56.0,129.71,182.0,Infield shade,field_out
1512,621043,"Smith, Will",2024-03-30,R,L,FF,90.3,0.41,1.39,-0.36,2.44,4.0,hit_into_play,79.3,38.0,192.31,116.94,Standard,field_out
1515,621439,"Smith, Will",2024-03-30,R,L,SL,80.6,-0.21,0.04,0.7,2.64,6.0,hit_into_play,99.7,16.0,53.42,127.46,Standard,double
1520,686469,"Jax, Griffin",2024-03-30,L,R,CH,93.1,-1.29,0.34,-0.15,1.78,8.0,hit_into_play,93.7,-19.0,156.34,144.29,Infield shade,field_out
1532,621043,"McArthur, James",2024-03-30,R,R,SI,97.1,-1.53,0.68,-0.99,2.69,11.0,hit_into_play,67.8,14.0,147.86,155.8,Standard,field_out
1534,621439,"McArthur, James",2024-03-30,R,R,SL,89.2,-0.07,0.23,0.17,2.74,5.0,hit_into_play,92.9,-36.0,96.22,165.29,Strategic,double
1539,686469,"Okert, Steven",2024-03-30,L,L,SL,82.4,-0.81,0.37,0.68,2.69,6.0,hit_into_play,75.8,49.0,135.02,119.87,Infield shade,field_out
1542,677951,"Ryan, Joe",2024-03-30,R,R,SL,88.8,0.02,0.56,0.43,2.37,6.0,hit_into_play,110.6,6.0,183.75,95.46,Standard,double
1547,621043,"Lugo, Seth",2024-03-30,R,R,SL,85.3,0.82,0.37,0.98,3.18,12.0,hit_into_play,71.5,-28.0,141.94,151.29,Standard,field_out
1550,621439,"Lugo, Seth",2024-03-30,R,R,SL,86.5,0.12,0.8,0.02,2.86,2.0,hit_into_play,84.9,12.0,84.04,153.6,Standard,field_out
1555,521692,"Ryan, Joe",2024-03-30,R,R,ST,82.7,1.24,0.28,1.11,2.59,14.0,hit_into_play,88.7,41.0,95.52,86.15,Standard,field_out
1562,677951,"Ryan, Joe",2024-03-30,R,R,FF,95.3,-0.82,0.98,0.17,3.69,12.0,hit_into_play,106.3,21.0,188.49,53.2,Standard,double
1566,672580,"Ryan, Joe",2024-03-30,R,R,SL,90.0,0.3,0.38,0.18,2.49,5.0,hit_into_play,76.6,77.0,114.71,178.87,Standard,field_out
1573,621043,"Lugo, Seth",2024-03-30,R,R,SI,90.6,-1.01,0.8,-0.35,1.67,7.0,hit_into_play,101.9,17.0,48.91,100.79,Standard,field_out
1578,521692,"Ryan, Joe",2024-03-30,R,R,ST,84.1,1.14,0.14,0.83,3.11,3.0,hit_into_play,93.7,64.0,105.58,138.69,Strategic,field_out
1588,621043,"Lugo, Seth",2024-03-30,R,R,FF,91.6,-0.34,1.3,0.01,2.26,8.0,hit_into_play,80.2,32.0,95.04,89.29,Standard,field_out
1594,677951,"Ryan, Joe",2024-03-30,R,R,ST,86.0,0.87,0.54,0.7,2.07,9.0,hit_into_play,70.7,68.0,162.43,184.98,Standard,field_out
1604,621439,"Lugo, Seth",2024-03-30,R,R,SL,87.2,0.7,0.3,-0.02,2.49,5.0,hit_into_play,102.6,54.0,79.41,112.46,Standard,field_out
1606,660271,"Gallegos, Giovanny",2024-03-30,L,R,FF,89.3,-0.56,1.59,0.36,2.84,6.0,hit_into_play,103.7,61.0,111.28,119.76,Standard,field_out
1610,571970,"Helsley, Ryan",2024-03-30,L,R,SL,88.8,0.5,0.15,-0.47,0.91,13.0,hit_into_play,78.4,18.0,132.56,103.54,Standard,single
1614,669257,"Helsley, Ryan",2024-03-30,R,R,FF,97.8,-0.27,1.44,0.61,2.89,3.0,hit_into_play,101.9,-8.0,133.07,105.06,Standard,single
1616,518692,"Helsley, Ryan",2024-03-30,L,R,SL,88.8,0.44,0.14,0.08,1.56,14.0,hit_into_play,94.4,-7.0,169.55,112.16,Infield shade,single
1626,671056,"Hurt, Kyle",2024-03-30,R,R,CH,85.5,-0.76,0.82,0.05,3.05,2.0,hit_into_play,91.3,61.0,186.27,108.1,Standard,field_out
1633,669257,"Romero, JoJo",2024-03-30,R,L,CH,86.1,1.21,0.16,-0.14,1.28,13.0,hit_into_play,84.5,19.0,91.01,118.74,Standard,single
1643,660271,"Romero, JoJo",2024-03-30,L,L,SL,84.5,-0.49,0.35,-1.41,2.43,13.0,hit_into_play,69.5,40.0,199.96,105.57,Standard,field_out
1647,676475,"Kelly, Joe",2024-03-30,L,R,SI,97.7,-1.17,0.75,0.07,3.11,2.0,hit_into_play,96.6,15.0,175.63,106.58,Standard,single
1651,671056,"Kelly, Joe",2024-03-30,R,R,KC,88.0,0.61,-0.94,0.27,1.81,8.0,hit_into_play,102.8,28.0,120.91,78.71,Standard,sac_fly
1654,571970,"Liberatore, Matthew",2024-03-30,L,L,SL,87.0,-0.2,0.23,0.4,3.0,3.0,hit_into_play,88.0,46.0,189.05,108.87,Strategic,double_play
1656,669257,"Liberatore, Matthew",2024-03-30,R,L,FF,95.3,0.54,1.24,-0.07,3.68,11.0,hit_into_play,100.9,6.0,101.17,94.8,Standard,single
1659,518692,"Liberatore, Matthew",2024-03-30,L,L,SI,94.1,1.11,1.06,-0.69,2.93,4.0,hit_into_play,97.7,-4.0,135.31,129.87,Standard,single
1668,676475,"Yamamoto, Yoshinobu",2024-03-30,L,R,FF,95.6,-0.56,1.27,-0.4,2.48,4.0,hit_into_play,104.3,12.0,90.34,72.61,Infield shade,double
1669,671056,"Yamamoto, Yoshinobu",2024-03-30,R,R,FF,95.5,-0.59,1.2,0.79,1.85,9.0,hit_into_play,93.0,-11.0,147.97,144.99,Standard,field_out
1674,571970,"Lynn, Lance",2024-03-30,L,R,FC,91.2,0.01,0.69,0.19,2.15,5.0,hit_into_play,103.1,42.0,154.7,63.66,Standard,field_out
1681,518692,"Lynn, Lance",2024-03-30,L,R,SI,91.1,-0.87,1.17,0.72,2.63,6.0,hit_into_play,104.5,43.0,172.13,73.98,Infield shade,field_out
1691,671056,"Yamamoto, Yoshinobu",2024-03-30,R,R,FS,90.3,-0.61,0.23,0.4,-0.26,14.0,hit_into_play,,,131.3,188.08,Standard,field_out
1706,518692,"Lynn, Lance",2024-03-30,L,R,CH,85.8,-1.04,0.49,-0.82,1.62,13.0,hit_into_play,70.7,11.0,90.53,119.19,Standard,single
1711,660271,"Lynn, Lance",2024-03-30,L,R,CH,85.6,-1.35,0.59,-0.34,2.54,4.0,hit_into_play,113.9,11.0,177.11,106.81,Infield shade,single
1715,660821,"Bednar, David",2024-03-30,L,R,FS,95.5,-1.13,0.76,-0.54,1.59,7.0,hit_into_play,88.1,-20.0,116.91,148.44,Standard,field_out
1725,665833,"Cronin, Declan",2024-03-30,L,R,SL,86.1,0.72,0.49,0.18,2.83,5.0,hit_into_play,107.1,1.0,169.63,99.96,Infield shade,single
1728,668804,"Nardi, Andrew",2024-03-30,R,L,FF,94.6,0.53,1.39,-0.1,2.54,5.0,hit_into_play,96.6,36.0,222.15,111.72,Standard,double
1731,665833,"Nardi, Andrew",2024-03-30,L,L,SL,80.9,-1.94,-0.07,-0.41,2.31,7.0,hit_into_play,64.9,-12.0,105.08,160.39,Infield shade,force_out
1732,660821,"Borucki, Ryan",2024-03-30,L,L,SL,88.2,-0.03,0.42,-0.53,2.66,4.0,hit_into_play,81.0,14.0,169.63,113.2,Strategic,single
1733,668804,"Sánchez, Sixto",2024-03-30,L,R,CH,82.4,-1.82,0.66,-0.29,2.67,1.0,hit_into_play,59.0,0.0,114.09,178.33,Standard,field_out
1736,665833,"Sánchez, Sixto",2024-03-30,L,R,CH,87.1,-1.17,0.04,-0.67,3.65,1.0,hit_into_play,100.5,-23.0,75.7,112.08,Infield shade,single
1745,660821,"Jones, Jared",2024-03-30,L,R,FF,98.9,-0.67,1.41,-0.8,2.89,4.0,hit_into_play,100.0,-10.0,90.24,100.56,Strategic,single
1752,665833,"Weathers, Ryan",2024-03-30,L,L,FF,95.1,1.06,1.2,-0.26,2.56,5.0,hit_into_play,82.0,-22.0,102.36,163.59,Standard,field_out
1758,668804,"Weathers, Ryan",2024-03-30,R,L,FF,96.4,0.93,1.5,-0.72,3.2,1.0,hit_into_play,84.3,-1.0,117.51,87.23,Infield shade,single
1763,660821,"Jones, Jared",2024-03-30,L,R,CH,94.8,-0.97,0.44,-0.49,2.73,4.0,hit_into_play,95.5,-39.0,113.27,151.47,Strategic,field_error
1774,624413,"Uribe, Abner",2024-03-30,R,R,SI,100.6,-1.06,0.49,0.71,2.92,3.0,hit_into_play,113.8,18.0,54.11,50.84,Standard,home_run
1780,668930,"Díaz, Edwin",2024-03-30,L,R,SL,93.5,0.04,0.08,0.16,2.37,5.0,hit_into_play,102.9,2.0,155.0,138.96,Standard,single
1785,656555,"Díaz, Edwin",2024-03-30,R,R,SL,92.5,0.12,0.35,0.11,2.8,5.0,hit_into_play,69.4,57.0,88.3,153.76,Standard,field_out
1790,607043,"Milner, Hoby",2024-03-30,L,L,ST,80.6,-1.33,-0.07,0.43,2.65,6.0,hit_into_play,102.4,19.0,125.3,189.07,Standard,field_out
1791,592885,"Ottavino, Adam",2024-03-30,L,R,SI,94.4,-1.48,0.05,-0.2,2.74,2.0,hit_into_play,110.6,5.0,126.0,99.35,Strategic,single
1795,661388,"Ottavino, Adam",2024-03-30,R,R,SI,95.7,-1.61,0.41,-0.09,2.58,5.0,hit_into_play,110.2,11.0,125.75,88.94,Standard,single
1801,624413,"Megill, Trevor",2024-03-30,R,R,FF,98.3,-0.87,1.6,0.03,3.24,2.0,hit_into_play,106.2,13.0,124.18,91.47,Standard,single
1818,592885,"Diekman, Jake",2024-03-30,L,L,SI,94.5,1.3,0.66,-0.31,2.4,4.0,hit_into_play,96.2,-14.0,118.79,155.26,Standard,field_out
1827,624413,"Peguero, Elvis",2024-03-30,R,R,SI,98.4,-1.59,0.45,-0.26,2.21,5.0,hit_into_play,89.4,38.0,185.5,103.44,Standard,field_out
1831,668930,"Severino, Luis",2024-03-30,L,R,SI,96.1,-1.69,0.92,0.31,2.6,6.0,hit_into_play,88.6,60.0,80.55,113.29,Standard,field_out
1835,656555,"Severino, Luis",2024-03-30,R,R,CH,85.3,-1.13,0.85,0.59,2.81,6.0,hit_into_play,78.2,27.0,111.6,93.77,Standard,single
1837,607043,"Hall, DL",2024-03-30,L,L,FF,93.5,0.37,1.0,0.95,2.6,12.0,hit_into_play,85.8,-4.0,126.23,151.82,Standard,field_out
1841,592885,"Severino, Luis",2024-03-30,L,R,CH,86.1,-0.96,0.85,-0.06,2.6,5.0,hit_into_play,106.7,37.0,144.18,67.84,Infield shade,field_out
1846,661388,"Severino, Luis",2024-03-30,R,R,FF,96.3,-0.71,1.03,0.62,3.03,3.0,hit_into_play,101.6,4.0,172.66,130.26,Standard,single
1850,624413,"Hall, DL",2024-03-30,R,L,CH,82.8,1.21,0.75,0.49,2.35,6.0,hit_into_play,86.2,48.0,170.18,109.84,Standard,field_out
1851,668930,"Severino, Luis",2024-03-30,L,R,FF,95.4,-0.98,1.22,0.4,3.08,3.0,hit_into_play,99.8,3.0,129.03,96.93,Standard,single
1854,656555,"Severino, Luis",2024-03-30,R,R,ST,85.7,1.09,0.0,-0.07,2.4,5.0,hit_into_play,107.4,28.0,15.87,85.6,Standard,home_run
1864,592885,"Severino, Luis",2024-03-30,L,R,FC,94.7,-0.13,0.59,0.56,2.82,3.0,hit_into_play,82.2,-15.0,130.24,187.83,Standard,field_out
1866,661388,"Severino, Luis",2024-03-30,R,R,SL,85.0,0.41,-0.24,-0.71,2.32,4.0,hit_into_play,87.7,61.0,131.46,135.12,Standard,field_out
1880,607043,"Hall, DL",2024-03-30,L,L,SL,85.0,-0.9,0.23,-1.0,1.91,13.0,hit_into_play,65.6,24.0,87.54,124.39,Standard,single
1883,656555,"Severino, Luis",2024-03-30,R,R,SI,97.5,-1.46,0.86,-0.69,2.77,4.0,hit_into_play,89.7,5.0,70.85,137.53,Standard,single
1884,592885,"Severino, Luis",2024-03-30,L,R,FC,95.6,-0.21,0.92,0.75,3.04,3.0,hit_into_play,64.6,26.0,96.96,123.89,Standard,single
1886,661388,"Severino, Luis",2024-03-30,R,R,SL,86.1,0.7,-0.19,0.03,2.49,5.0,hit_into_play,76.2,-39.0,107.21,182.38,Standard,field_error
1918,671732,"Bibee, Tanner",2024-03-30,L,R,CH,82.2,-1.07,0.83,0.07,2.46,5.0,hit_into_play,85.5,2.0,154.98,151.93,Standard,field_out
